,तावद्द्वयस,a,ap----a--a,,,,/t̪ɑː.ˈʋəd̪.d̪ʋə.jə.sə/,तावद्-द्वयस,0
381529,,उदायम्,v,v----a--1- v----d--1-,,,,/.d̪ɑː.jəm/,उद्-आ-यम्,0
381530,56443,उदायस,n,n-----m--a,,,,/.d̪ɑː.jə.sə/,उदायस,0
381531,56444,उदायिन्,n,n-----m--n,,,,/.d̪ɑː.jin/,उद्-आयिन्,0
381532,,उदायु,v,v----a--2- v----d--2- v----a--6- v----a--9-,,,,/.d̪ɑː.ju/,उद्-आ-यु,0
381533,56445,उदायुध,a,ap----a--a,,,,/.d̪ɑː.ju.d̪ʰə/,उद्-आयुध,0
381534,160185,उदाया,v,v----a--2-,,,,/.d̪ɑː.jɑː/,उद्-आ-या,0
381535,56227,उदाशय,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=उदाशय",/.d̪ɑː.ɕə.jə/,उदाशय,0
381536,,उदाशंस्,v,v----a--1- v----d--1-,,,,/.d̪ɑː.ɕə̃s/,उद्-आ-शंस्,0
381537,56355,उदीच्य,n,n-----m--a,,,,/.d̪iːt͡ɕ.jə/,उदीच्य॔,0
381540,56354,उदीच्य,a,ap----a--a,,,,/.d̪iːt͡ɕ.jə/,उदीच्य॔,0
381542,56356,उदीच्यवृत्ति,n,n-----f--i,,,,/.d̪iːt͡ɕ.jə.ˈʋɹ̩t̪.t̪i/,उदीच्य॔-वृत्ति,0
381543,175041,उदीची,n,n-----f--ī,,,,/.d̪iː.t͡ɕiː/,उ॔द्-ईची,0
381544,56352,उदीचीन,a,ap----a--a,,,,/.d̪iː.t͡ɕiː.nə/,उदीची॔न,0
381545,,उदीचीनकुम्ब,a,ap----a--a,,ap----f--ā=>ा,,/.d̪iː.t͡ɕiː.nə.kum.bə/,उदीचीनकुम्ब,0
381546,,उदीचीनप्रवण,a,ap----a--a,,,,/.d̪iː.t͡ɕiː.ˈnəp.ɹə.ʋə.ɳə/,उदीची॔न-प्रवण,0
381547,,उदीचीपथ,n,n-----m--a,,,,/.d̪iː.t͡ɕiː.pə.t̪ʰə/,उदीची-पथ,0
381548,160197,उदीक्ष्,v,v----d--1-,,,,/.d̪iːkʂ/,उद्-ईक्ष्,0
381549,56546,उदीक्षण,n,n-----n--a,,,,/.d̪iːk.ʂə.ɳə/,उद्-ईक्षण,0
381550,,उदीक्षित,a,ap----a--a,,,,/.d̪iːk.ʂi.t̪ə/,उद्-ईक्षित,0
381551,56547,उदीक्षा,n,n-----f--ā,,,,/.d̪iːk.ʂɑː/,उद्-ईक्षा,0
381552,56549,उदीप,a,ap----a--a,,,,/.d̪iː.pə/,उद्-ईप,0
381553,56550,उदीप,n,n-----m--a,,,,/.d̪iː.pə/,उद्-ईप,0
381554,,उदीर्,v,v----d--2- v----a--2-,,,,/.d̪iːɹ/,उद्-ईर्,0
381555,56551,उदीरण,n,n-----n--a,,,,/.d̪iː.ɹə.ɳə/,उद्-ईरण,0
381556,,उदीरित,a,ap----a--a,,,,/.d̪iː.ɹi.t̪ə/,उद्-ईरित,0
381557,,उदीरितधी,a,ap----a--ī,,,,/.d̪iː.ɹi.t̪ə.d̪ʰiː/,उद्-ईरित-धी,0
381558,,उदीरितेन्द्रिय,a,ap----a--a,,,,/.d̪iː.ɹi.t̪eːn.d̪ɹi.jə/,उदीरितेन्द्रिय,0
381559,56559,उदीर्य,a,ap----a--a,,,,/.d̪iːɹ.jə/,उद्-ईर्य,0
381560,56554,उदीर्ण,a,ap----a--a,,,,/.d̪iːɹ.ɳə/,उद्-ईर्ण,0
381561,56556,उदीर्णदीधिति,a,ap----a--i,,,,/.d̪iːɹ.ɳə.d̪iː.d̪ʰi.t̪i/,उद्-ईर्ण-दीधिति,0
381562,56555,उदीर्णता,n,n-----f--ā,,,,/.d̪iːɹ.ɳə.t̪ɑː/,उद्-ईर्ण-ता,0
381563,56557,उदीर्णवराहतीर्थ,n,n-----n--a,,,,/.d̪iːɹ.ɳə.ʋə.ɹɑː.ɦə.t̪iːɹ.t̪ʰə/,उद्-ईर्ण-वराहतीर्थ,0
381564,,उदीर्णवेग,a,ap----a--a,,,,/.d̪iːɹ.ɳə.ʋeː.gə/,उद्-ईर्ण-वेग,0
381565,56540,उदीत,a,ap----a--a,,,,/.d̪iː.t̪ə/,उद्-ईत,0
381566,160200,उदीष्,v,v----d--1- v----a--1-,,,,/.d̪iːʂ/,उद्-ईष्,0
381567,56560,उदीषित,a,ap----a--a,,,,/.d̪iː.ʂi.t̪ə/,उ॔द्-ईषित,0
381568,,उदूह्,v,v----a--1- v----d--1-,,,,/.d̪uːɦ/,उद्-ऊह्,0
381569,56568,उदूह,n,n-----m--a,,,,/.d̪uː.ɦə/,उद्-ऊह॔,0
381570,56567,उदूखल,n,n-----n--a,,,,/.d̪uː.kʰə.lə/,उदूखल,0
381571,171278,उदूर्मि,a,ap----a--i,,,,/.d̪uːɹ.mi/,उद्-ऊर्मि,0
381572,56971,उदूढ,a,ap----a--a,,,,/.d̪uː.ɖʰə/,उद्-ऊढ,0
381573,,उदृ,v,v----a--1- v----a--3- v----a--5- v----d--5-,,,,/.d̪ɹ̩/,उद्-ऋ,0
381574,56405,उदृच्,n,n-----f--c,,,,/.d̪ɹ̩t͡ɕ/,उद्-ऋ॔च्,0
381575,,उदृचि,r,rp--------,,,,/.d̪ɹ̩.t͡ɕi/,उद्-ऋ॔चि,0
381576,160205,उदृष्,v,v----a--6-,,,,/.d̪ɹ̩ʂ/,उद्-ऋष्,0
381577,64248,उगण,a,ap----a--a,,,,/.gə.ɳə/,उ॔गण,0
381583,64249,उग्र,a,ap----a--a,,,,/g.ɹə/,उग्र॔,0
381587,64253,उग्र,n,n-----n--a,,,,/g.ɹə/,उग्र॔,0
381589,64250,उग्र,n,n-----m--a,,,,/g.ɹə/,उग्र॔,0
381591,64292,उग्रभैरव,n,n-----m--a,,,,/g.ɹə.bʱɑːi.ɹə.ʋə/,उग्र॔-भैरव,0
381592,64291,उग्रभट,n,n-----m--a,,,,/g.ɹə.bʱə.ʈə/,उग्र॔-भट,0
381593,,उग्रबाहु,a,ap----a--u,,,,/g.ɹə.bɑː.ɦu/,उग्र॔-बाहु,0
381594,64266,उग्रचय,n,n-----m--a,,,,/g.ɹə.t͡ɕə.jə/,उग्र॔-चय,0
381595,64265,उग्रचण्डा,n,n-----f--ā,,,,/g.ɹə.ˈt͡ɕəɳ.ɖɑː/,उग्र॔-चण्डा,0
381596,64267,उग्रचारिन्,a,ap----a--n,,,,/g.ɹə.t͡ɕɑː.ɹin/,उग्र॔-चारिन्,0
381597,64268,उग्रचारिणी,n,n-----f--ī,,,,/g.ɹə.t͡ɕɑː.ɹi.ɳiː/,उग्र॔-चारिणी,0
381598,64279,उग्रदन्त,a,ap----a--a,,,,/g.ɹə.d̪ən.t̪ə/,उग्र॔-दन्त,0
381599,,उग्रदर्शन,a,ap----a--a,,,,/g.ɹə.d̪ə.ɹɕə.nə/,उग्र॔-दर्शन,0
381600,64277,उग्रदंष्ट्र,a,ap----a--a,,,,/g.ɹə.ˈd̪ə̃ʂʈɹə/,उग्र॔-दंष्ट्र,0
381601,,उग्रदण्ड,a,ap----a--a,,,,/g.ɹə.ˈd̪əɳ.ɖə/,उग्र॔-दण्ड,0
381602,64282,उग्रदेव,n,n-----m--a,,,,/g.ɹə.d̪eː.ʋə/,उग्र॔-देव,0
381603,64283,उग्रधन्वन्,n,n-----m--n,,,,/g.ɹə.d̪ʰən.ʋən/,उग्र॔-धन्वन्,0
381604,,उग्रधृतायुध,a,ap----a--a,,,,/g.ɹə.d̪ʰɹ̩.t̪ɑː.ju.d̪ʰə/,उग्र-धृतायुध,0
381605,64281,उग्रदुहितृ,n,n-----f--r,,,,/g.ɹə.d̪u.ɦi.t̪ɹ̩/,उग्र॔-दुहितृ,0
381606,64259,उग्रगन्ध,n,n-----m--a,,,,/g.ɹə.gən.d̪ʰə/,उग्र॔-गन्ध,0
381607,64261,उग्रगन्ध,n,n-----n--a,,,,/g.ɹə.gən.d̪ʰə/,उग्र॔-गन्ध,0
381608,,उग्रगन्ध,a,ap----a--a,,,,/g.ɹə.gən.d̪ʰə/,उग्र॔-गन्ध,0
381610,64262,उग्रगन्धिका,n,n-----f--ā,,,,/g.ɹə.gən.d̪ʰi.kɑː/,उग्र॔-गन्धिका,0
381611,,उग्रगन्धिन्,a,ap----a--n,,,,/g.ɹə.gən.d̪ʰin/,उग्र॔-गन्धिन्,0
381613,64260,उग्रगन्धा,n,n-----f--ā,,,,/g.ɹə.gən.d̪ʰɑː/,उग्र॔-गन्धा,0
381618,64264,उग्रगाध,n,n-----m--a,,,,/g.ɹə.gɑː.d̪ʰə/,उग्र॔-गाध,0
381619,64270,उग्रजित्,n,n-----f--c,,,,/g.ɹə.d͡ʑit̪/,उग्र॔-जि॔त्,0
381620,64269,उग्रजाति,a,ap----a--i,,,,/g.ɹə.d͡ʑɑː.t̪i/,उग्र॔-जाति,0
381621,64313,उग्रक,n,n-----m--a,,,,/g.ɹə.kə/,उग्रक,0
381622,,उग्रकर्मन्,a,ap----a--n,,,,/g.ɹə.ˈkəɹ.mən/,उग्र॔-कर्मन्,0
381623,64254,उग्रकर्णिक,a,ap----a--a,,,,/g.ɹə.ˈkəɹ.ɳi.kə/,उग्र॔-कर्णिक,0
381624,64257,उग्रकाली,n,n-----f--ī,,,,/g.ɹə.kɑː.liː/,उग्र॔-काली,0
381625,64256,उग्रकाण्ड,n,n-----m--a,,,,/g.ɹə.kɑːɳ.ɖə/,उग्र॔-काण्ड,0
381626,64293,उग्रमय,n,n-----m--a,,,,/g.ɹə.mə.jə/,उग्र॔-मय,0
381627,64284,उग्रनासिक,a,ap----a--a,,,,/g.ɹə.nɑː.si.kə/,उग्र॔-नासिक,0
381628,64285,उग्रपश्य,a,ap----a--a,,,,/ugɹəpəɕjə/,उग्र॔-पश्य॔,0
381629,64286,उग्रपश्या,n,n-----f--ā,,,,/ugɹəpəɕjɑː/,उग्र॔-पश्या,0
381630,,उग्रपुत्र,n,n-----m--a,,,,/g.ɹə.ˈput̪.ɹə/,उग्र॔-पुत्र,0
381631,,उग्रपुत्र,a,ap----a--a,,,,/g.ɹə.ˈput̪.ɹə/,उग्र॔-पुत्र,0
381632,,उग्रपुत्री,n,n-----f--ī,,,,/g.ɹə.ˈput̪.ɹiː/,उग्र॔-पुत्री,0
381633,,उग्रपूति,a,ap----a--i,,,,/g.ɹə.puː.t̪i/,उग्र-पूति,0
381634,64294,उग्ररेतस्,n,n-----m-sa,,,,/g.ɹə.ɹeː.t̪əs/,उग्र॔-रेतस्,0
381635,,उग्ररुष्,a,ap----a--c,,,,/g.ɹə.ɹuʂ/,उग्र-रुष्,0
381636,64305,उग्रसेन,n,n-----m--a,,,,/g.ɹə.seː.nə/,उग्र॔-सेन,0
381637,,उग्रसेनज,n,n-----m--a,,,,/g.ɹə.seː.nə.d͡ʑə/,उग्र॔-सेन-ज,0
381638,,उग्रसेनानी,n,n-----m--ī,,,,/g.ɹə.seː.nɑː.niː/,उग्र॔-सेनानी,0
381639,64306,उग्रसेनी,n,n-----f--ī,,,,/g.ɹə.seː.niː/,उग्र॔-सेनी,0
381640,,उग्रसेवित,a,ap----a--a,,,,/g.ɹə.seː.ʋi.t̪ə/,उग्र॔-सेवित,0
381641,64271,उग्रतपस्,n,n-----m-sa,,,,/g.ɹə.t̪ə.pəs/,उग्र॔-तपस्,0
381643,64276,उग्रतेजस्,n,n-----m-sa,,,,/g.ɹə.t̪eː.d͡ʑəs/,उग्र॔-तेजस्,0
381645,,उग्रतेजस्,a,ap----a-sa,,,,/g.ɹə.t̪eː.d͡ʑəs/,उग्र॔-तेजस्,0
381646,,उग्रत्व,n,n-----n--a,,,,/g.ˈɹət̪.ʋə/,उग्र॔-त्व,0
381647,64272,उग्रता,n,n-----f--ā,,,,/g.ɹə.t̪ɑː/,उग्र॔-ता,0
381648,64274,उग्रतारा,n,n-----f--ā,,,,/g.ɹə.t̪ɑː.ɹɑː/,उग्र॔-तारा,0
381649,,उग्रवेग,a,ap----a--a,,,,/g.ɹə.ʋeː.gə/,उग्र॔-वेग,0
381650,64298,उग्रव्यग्र,n,n-----m--a,,,,/g.ˈɹəʋ.ˈjəg.ɹə/,उग्र॔-व्यग्र,0
381651,64295,उग्रवीर,a,ap----a--a,,,,/g.ɹə.ʋiː.ɹə/,उग्र॔-वीर,0
381652,,उग्रवीर्य,a,ap----a--a,,,,/g.ɹə.ʋiːɹ.jə/,उग्र॔-वीर्य,0
381653,64299,उग्रशक्ति,n,n-----m--i,,,,/g.ɹə.ˈɕək.t̪i/,उग्र॔-शक्ति,0
381654,64301,उग्रशेखरा,n,n-----f--ā,,,,/g.ɹə.ɕeː.kʰə.ɹɑː/,उग्र॔-शेखरा,0
381655,64302,उग्रशोक,a,ap----a--a,,,,/g.ɹə.ɕoː.kə/,उग्र॔-शोक,0
381656,64304,उग्रश्रवस्,n,n-----m-sa,,,,/ugɹəɕɹəʋəs/,उग्र॔-श्रवस्,0
381657,,उग्रश्रवणदर्शन,a,ap----a--a,,,,/ugɹəɕɹəʋəɳəd̪əɹɕənə/,उग्र॔-श्रवण-दर्शन,0
381658,64300,उग्रशासन,a,ap----a--a,,,,/g.ɹə.ɕɑː.sə.nə/,उग्र॔-शासन,0
381659,64312,उग्रेश,n,n-----m--a,,,,/g.ɹeː.ɕə/,उग्रेश,0
381660,64251,उग्रा,n,n-----f--ā,,,,/g.ɹɑː/,उग्रा,0
381661,64308,उग्राचार्य,n,n-----m--a,,,,/g.ɹɑː.t͡ɕɑːɹ.jə/,उग्राचार्य,0
381662,64309,उग्रादेव,n,n-----m--a,,,,/g.ɹɑː.d̪eː.ʋə/,उग्रा॔देव,0
381663,,उग्रान्न,n,n-----n--a,,,,/g.ɹɑːn.nə/,उग्रान्न,0
381664,,उग्रातप,a,ap----a--a,,,,/g.ɹɑː.t̪ə.pə/,उग्रातप,0
381665,64311,उग्रायुध,n,n-----m--a,,,,/g.ɹɑː.ju.d̪ʰə/,उग्रा॔युध,0
381666,,उग्रायुध,a,ap----a--a,,,,/g.ɹɑː.ju.d̪ʰə/,उग्रा॔युध,0
381667,64252,उग्री,n,n-----f--ī,,,,/g.ɹiː/,उग्री॔,0
381668,,उह्,v,v----a--1-,,,,/ɦ/,उह्,0
381669,,उह्लण,n,n-----m--a,,,,/ɦ.lə.ɳə/,उह्लण,0
381670,38330,उह्र,n,n-----m--a,,,,/ɦ.ɹə/,उह्र,0
381671,38329,उहुवायिवासिष्ठ,n,n-----n--a,,,,/.ɦu.ʋɑː.ji.ʋɑː.ˈsiʂ.ʈʰə/,उहुवायि-वासिष्ठ,0
381672,38328,उहान,n,n-----m--a,,,,/.ɦɑː.nə/,उहान,0
381673,,उहू,a,ap----a--ū,,,,/.ɦuː/,उहू॔,0
381674,,उज्जन्,v,v----a--1- v----d--0- v----a--0- v----d--3- v----a--0- v----a--4- v----d--2- v----d--1-,,,,/d͡ʑ.d͡ʑən/,उज्-जन्,0
381675,,उज्जस्,v,v----d--1- v----a--1- v----a--4-,,,,/d͡ʑ.d͡ʑəs/,उज्-जस्,0
381676,55357,उज्जयन,n,n-----m--a,,,,/d͡ʑ.d͡ʑə.jə.nə/,उज्-जयन,0
381677,55359,उज्जयन्त,n,n-----m--a,,,,/d͡ʑ.d͡ʑə.jən.t̪ə/,उज्-जयन्त,0
381678,55358,उज्जयनी,n,n-----f--ī,,,,/d͡ʑ.d͡ʑə.jə.niː/,उज्-जयनी,0
381679,55360,उज्जयिनी,n,n-----f--ī,,,,/d͡ʑ.d͡ʑə.ji.niː/,उज्-जयिनी,0
381680,55374,उज्जेन्द्र,n,n-----m--a,,,,/d͡ʑ.d͡ʑeːn.d̪ɹə/,उज्जेन्द्र,0
381681,55362,उज्जेष,a,ap----a--a,,ap----f--ā=>ा,,/d͡ʑ.d͡ʑeː.ʂə/,उज्-जेष॔,0
381682,55363,उज्जेषवत्,a,ap----a--c,,,,/d͡ʑ.d͡ʑeː.ʂə.ʋət̪/,उज्-जेष॔-वत्,0
381683,55364,उज्जेषिन्,n,n-----m--n,,,,/d͡ʑ.d͡ʑeː.ʂin/,उज्जेषि॔न्,0
381684,,उज्झ्,v,v----a--6-,,,,/d͡ʑd͡ʑʱ/,उज्झ्,0
381685,55389,उज्झ,a,ap----a--a,,,,/d͡ʑ.d͡ʑʱə/,उज्झ,0
381686,55390,उज्झक,n,n-----m--a,,,,/d͡ʑ.d͡ʑʱə.kə/,उज्झक,0
381687,55391,उज्झन,n,n-----n--a,,,,/d͡ʑ.d͡ʑʱə.nə/,उज्झन,0
381688,,उज्झटित,a,ap----a--a,,,,/d͡ʑ.d͡ʑʱə.ʈi.t̪ə/,उज्-झ॔टित,0
381689,55392,उज्झित,a,ap----a--a,,,,/d͡ʑ.d͡ʑʱi.t̪ə/,उज्झित,0
381690,,उज्झितकर्णक,a,ap----a--a,,,,/d͡ʑ.d͡ʑʱi.t̪ə.ˈkəɹ.ɳə.kə/,उज्झित-कर्णक,0
381691,55393,उज्झितवत्,a,ap----a--c,,,,/d͡ʑ.d͡ʑʱi.t̪ə.ʋət̪/,उज्झित-वत्,0
381692,55394,उज्झिति,n,n-----f--i,,,,/d͡ʑ.d͡ʑʱi.t̪i/,उज्झिति,0
381693,55395,उज्झितृ,a,ap----a--r,,,,/d͡ʑ.d͡ʑʱi.t̪ɹ̩/,उज्झितृ,0
381694,,उज्जि,v,v----d--1- v----d--9-,,,,/d͡ʑ.d͡ʑi/,उज्-जि,0
381695,,उज्जिगमिषा,n,n-----f--ā,,,,/d͡ʑ.d͡ʑi.gə.mi.ʂɑː/,उज्-जिगमिषा,0
381696,56760,उज्जिहान,n,n-----m--a,,,,/d͡ʑ.d͡ʑi.ɦɑː.nə/,उज्-जि॔हान,0
381697,,उज्जिहान,a,ap----a--a,,,,/d͡ʑ.d͡ʑi.ɦɑː.nə/,उज्-जि॔हान,0
381698,,उज्जिहानजीवित,a,ap----a--a,,,,/d͡ʑ.d͡ʑi.ɦɑː.nə.d͡ʑiː.ʋi.t̪ə/,उज्-जिहान-जीवित,0
381699,56761,उज्जिहाना,n,n-----f--ā,,,,/d͡ʑ.d͡ʑi.ɦɑː.nɑː/,उज्-जि॔हाना,0
381700,55365,उज्जिहीर्षा,n,n-----f--ā,,,,/d͡ʑ.d͡ʑi.ɦiːɹ.ʂɑː/,उज्-जिहीर्षा,0
381701,55361,उज्जिति,n,n-----f--i,,,,/d͡ʑ.d͡ʑi.t̪i/,उ॔ज्-जिति,0
381702,,उज्ज्वल्,v,v----a--1- v----d--1-,,,,/d͡ʑ.d͡ʑʋəl/,उज्-ज्वल्,0
381703,55377,उज्ज्वल,n,n-----m--a,,,,/d͡ʑ.d͡ʑʋə.lə/,उज्-ज्वल,0
381704,55378,उज्ज्वल,n,n-----n--a,,,,/d͡ʑ.d͡ʑʋə.lə/,उज्-ज्वल,0
381705,55376,उज्ज्वल,a,ap----a--a,,,,/d͡ʑ.d͡ʑʋə.lə/,उज्-ज्वल,0
381706,,उज्ज्वलभाष्य,n,n-----n--a,,,,/d͡ʑ.d͡ʑʋə.lə.bʱɑːʂ.jə/,उज्-ज्वल-भाष्य,0
381707,55382,उज्ज्वलदत्त,n,n-----m--a,,,,/d͡ʑ.d͡ʑʋə.lə.ˈd̪ət̪.t̪ə/,उज्-ज्वल-दत्त,0
381708,55385,उज्ज्वलन,n,n-----n--a,,,,/d͡ʑ.d͡ʑʋə.lə.nə/,उज्-ज्वलन,0
381709,55383,उज्ज्वलनरसिंह,n,n-----m--a,,,,/d͡ʑ.d͡ʑʋə.lə.nə.ɹə.ˈsĩ.ɦə/,उज्-ज्वल-नर-सिंह,0
381710,,उज्ज्वलनीलमणि,n,n-----m--i,,,,/d͡ʑ.d͡ʑʋə.lə.niː.lə.mə.ɳi/,उज्-ज्वल-नीलमणि,0
381711,,उज्ज्वलरसकणा,n,n-----f--ā,,,,/d͡ʑ.d͡ʑʋə.lə.ɹə.sə.kə.ɳɑː/,उज्-ज्वल-रसकणा,0
381712,,उज्ज्वलत्व,n,n-----n--a,,,,/d͡ʑ.d͡ʑʋə.ˈlət̪.ʋə/,उज्-ज्वल-त्व,0
381713,55380,उज्ज्वलता,n,n-----f--ā,,,,/d͡ʑ.d͡ʑʋə.lə.t̪ɑː/,उज्-ज्वल-ता,0
381714,,उज्ज्वलित,a,ap----a--a,,,,/d͡ʑ.d͡ʑʋə.li.t̪ə/,उज्-ज्वलित,0
381715,55387,उज्ज्वलितत्व,n,n-----n--a,,,,/d͡ʑ.d͡ʑʋə.li.ˈt̪ət̪.ʋə/,उज्-ज्वलित-त्व,0
381717,55379,उज्ज्वला,n,n-----f--ā,,,,/d͡ʑ.d͡ʑʋə.lɑː/,उज्-ज्वला,0
381718,55388,उज्ज्वालन,n,n-----n--a,,,,/d͡ʑ.d͡ʑʋɑː.lə.nə/,उज्-ज्वालन,0
381719,55375,उज्ज्य,a,ap----a--a,,,,/d͡ʑ.d͡ʑjə/,उज्-ज्य,0
381720,55354,उज्जागर,a,ap----a--a,,,,/d͡ʑ.d͡ʑɑː.gə.ɹə/,उज्-जागर,0
381721,,उज्जागृ,v,v----a--2- v----d--1-,,,,/d͡ʑ.d͡ʑɑː.gɹ̩/,उज्-जागृ,0
381722,55356,उज्जालुक,n,n-----m--a,,,,/d͡ʑ.d͡ʑɑː.lu.kə/,उज्जालुक,0
381723,55355,उज्जानक,n,n-----m--a,,,,/d͡ʑ.d͡ʑɑː.nə.kə/,उज्-जानक,0
381724,55353,उज्जासन,n,n-----n--a,,,,/d͡ʑ.d͡ʑɑː.sə.nə/,उज्-जासन,0
381725,160080,उज्जीव्,v,v----d--1-,,,,/d͡ʑ.d͡ʑiːʋ/,उज्-जीव्,0
381726,55366,उज्जीविन्,n,n-----m--n,,,,/d͡ʑ.d͡ʑiː.ʋin/,उज्-जीविन्,0
381727,55367,उज्जूटडिम्ब,n,n-----n--a,,,,/d͡ʑ.d͡ʑuː.ʈə.ɖim.bə/,उज्जूट-डिम्ब,0
381728,55717,उज्जूटित,a,ap----a--a,,,,/d͡ʑ.d͡ʑuː.ʈi.t̪ə/,उज्-जूटित,0
381729,,उज्जृम्भ्,v,v----d--1- v----a--1-,,,,/d͡ʑ.d͡ʑɹ̩mbʱ/,उज्-जृम्भ्,0
381730,55368,उज्जृम्भ,a,ap----a--a,,,,/d͡ʑ.d͡ʑɹ̩m.bʱə/,उज्-जृम्भ,0
381731,55369,उज्जृम्भण,n,n-----n--a,,,,/d͡ʑ.d͡ʑɹ̩m.bʱə.ɳə/,उज्-जृम्भण,0
381732,55370,उज्जृम्भणा,n,n-----f--ā,,,,/d͡ʑ.d͡ʑɹ̩m.bʱə.ɳɑː/,उज्-जृम्भणा,0
381733,55373,उज्जृम्भित,n,n-----n--a,,,,/d͡ʑ.d͡ʑɹ̩m.bʱi.t̪ə/,उज्-जृम्भित,0
381734,,उज्जृम्भित,a,ap----a--a,,,,/d͡ʑ.d͡ʑɹ̩m.bʱi.t̪ə/,उज्-जृम्भित,0
381735,,उक,r,rp--------,,,,/.kə/,उक,0
381736,64180,उकनाह,n,n-----m--a,,,,/.kə.nɑː.ɦə/,उकनाह,0
381737,,उख्,v,v----a--1-,,,,/kʰ/,उख्,0
381738,64241,उख,n,n-----m--a,,,,/.kʰə/,उख॔,0
381739,64243,उखच्छिद्,a,ap----a--c,,,,/.ˈkʰət͡ɕ.t͡ɕʰid̪/,उख॔-च्छि॔द्,0
381740,64247,उखर्वल,n,n-----m--a,,,,/.ˈkʰəɹ.ʋə.lə/,उखर्वल,0
381741,64245,उख्य,a,ap----a--a,,,,/kʰ.jə/,उ॔ख्य,0
381742,64246,उख्य,n,n-----m--a,,,,/kʰ.jə/,उ॔ख्य,0
381745,64242,उखा,n,n-----f--ā,,,,/.kʰɑː/,उखा॔,0
381746,64244,उखासंभरण,n,n-----n--a,,,,/.kʰɑː.səm.bʱə.ɹə.ɳə/,उखा-संभरण,0
381747,,उक्त,a,ap----a--a,,,,/k.t̪ə/,उक्त,0
381748,64183,उक्त,n,n-----m--a,,,,/k.t̪ə/,उक्त,0
381749,64185,उक्त,n,n-----n--a,,,,/k.t̪ə/,उक्त,0
381751,,उक्तभाव,a,ap----a--a,,,,/k.t̪ə.bʱɑː.ʋə/,उक्त॔-भाव,0
381752,,उक्तमात्र,a,ap----a--a,,,,/k.t̪ə.mɑːt̪.ɹə/,उक्त॔-मात्र,0
