id,offset,pos,language,gloss,semfield
105054,00280506,n,10,a brief swim in water,2649
105055,00280586,n,10,a headlong plunge into water,2649
105056,00280782,n,10,a dive in which the abdomen bears the main force of impact with the water,2649
105057,00280957,n,10,a dive in which the diver somersaults before entering the water,2649
105058,00281071,n,10,a dive in which the diver throws the feet forward to complete a full backward somersault and enters the water feet first and facing away from the diving board,2649
105059,00281296,n,10,a dive in which the diver throws the feet forward and up to complete a half backward somersault and enters the water facing the diving board,2649
105060,00281494,n,10,a dive in which the diver bends to touch the ankles before straightening out,2649
105061,00281626,n,10,a dive in which the diver arches the back with arms outstretched before entering the water,2649
105062,00281787,n,10,underwater swimming with a breathing apparatus,2649
105063,00281939,n,10,skin diving with scuba apparatus,2649
105064,00282030,n,10,skin diving with a snorkel,2649
105065,00282130,n,10,the sport of riding a surfboard toward the shore on the crest of a wave,2638
105066,00282283,n,10,skiing on water while being towed by a motorboat,2638
105067,00282390,n,10,the act of rowing as a sport,2648
105068,00282532,n,10,"a stroke of the oar that either misses the water or digs too deeply: ""he caught a crab and lost the race""",2648
105069,00282688,n,10,rowing by a single oarsman in a racing shell,2648
105070,00282787,n,10,fighting with the fists,2642
105071,00282959,n,10,boxing for money,2642
105072,00283059,n,10,boxing at close quarters,2642
105073,00283141,n,10,"a boxing match: ""the fight was on television last night""",2642
105074,00283256,n,10,making the motions of attack and defense with the fists and arms; a part of training for a boxer,2642
105075,00283407,n,10,the sport of shooting arrows with a bow,2642
105076,00283500,n,10,the sport of riding on a sled or sleigh,2638
105077,00283630,n,10,riding on a long light sled with low handrails,2638
105078,00283752,n,10,riding a light one-man toboggan,2638
105079,00283836,n,10,riding on a bobsled,2638
105080,00283913,n,10,the sport of hand-to-hand struggle between unarmed contestants who try to throw each other down,2642
105081,00284142,n,10,wrestling for money,2642
105082,00284248,n,10,a wrestling maneuver,2642
105083,00284326,n,10,the sport of gliding on skates,2646
105084,00284464,n,10,skating on ice,2646
105085,00284554,n,10,ice skating where the skates trace outlines of selected figures,2646
105086,00284678,n,10,skating on wheels,2646
105087,00284756,n,10,the sport of skating on a skateboard,2646
105088,00284852,n,10,the sport of engaging in contests of speed,2651
105089,00285019,n,10,the sport of racing boats,2651
105090,00285120,n,10,racing in high-speed motor boats,2651
105091,00285216,n,10,the sport of racing camels,2651
105092,00285301,n,10,the sport of racing greyhounds,2651
105093,00285394,n,10,the sport of racing horses,2651
105094,00285479,n,10,riding a horse as a sport,2638
105095,00285625,n,10,a sport that tests horsemanship,2638
105096,00285791,n,10,(British) a sport in which people ride across country on ponies,2638
105097,00285914,n,10,riding horses in competitions over set courses to demonstrate skill in jumping over obstacles,2638
105098,00286102,n,10,riding horses across country over obstructions to demonstrate horsemanship,2638
105099,00286286,n,10,the sport of traveling on a bicycle or motorcycle,2643
105100,00286443,n,10,riding a bicycle,2643
105101,00286515,n,10,riding a motorcycle,2643
105102,00286593,n,10,bicycling or motorcycling on sand dunes,2643
105103,00286691,n,10,sport that involves killing animals (especially hunting),2638
105104,00286858,n,10,the activity at a bullfight,2638
105105,00286944,n,10,participation in the sport of matching gamecocks in a cockfight,2638
105106,00287066,n,10,the pursuit and killing or capture of wild animals regarded as a sport,2656
105107,00287323,n,10,a hunt in which beaters force the game to flee in the direction of the hunter,2656
105108,00287453,n,10,hunting rabbits with beagles,2656
105109,00287536,n,10,hunting with dogs that are trained to chase game by sight instead of by scent,2656
105110,00287668,n,10,duck hunting,2656
105111,00287734,n,10,mounted hunters follow hounds in pursuit of a fox,2656
105112,00287851,n,10,the sport of hunting wild boar with spears,2656
105113,00287951,n,10,"working the land as an occupation or way of life: ""farming is a strenuous life""; ""there's no work on the land any more""","2314,2876"
105114,00288131,n,10,the act of someone who fishes as a diversion,2655
105115,00288265,n,10,the occupation of catching fish,"1787,1794,2655"
105116,00288350,n,10,the sport of catching fish with a rod and line and a baited hook (or other lure),2655
105117,00288502,n,10,angling with an artificial fly as a lure,2655
105118,00288600,n,10,the act of throwing a fishing line out over the water by means of a rod and reel,2655
105119,00288813,n,10,the single-handed rod casting of a relatively heavy (artificial) bait,2655
105120,00288941,n,10,casting an artificial fly as a lure,2655
105121,00289034,n,10,a cast that falls beyond the intended spot,2655
105122,00289131,n,10,casting (artificial) bait out into the ocean with the waves breaking around you,2655
105123,00289269,n,10,"a contest with rules to determine a winner: ""you need four people to play this game""",2633
105124,00289585,n,10,"a single play of a game: ""the game lasted 2 hours""",2638
105125,00289830,n,10,a game in which one side fails to score,2638
105126,00289923,n,10,a game played in daylight,"2633,2638"
105127,00290021,n,10,a game played under artificial illumination at night,"2633,2638"
105128,00290148,n,10,a game played away from home,2638
105129,00290262,n,10,a game played at home,2638
105130,00290357,n,10,a game whose outcome is not recorded in the season's standing,2638
105131,00290496,n,10,an immediate second innings forced on a cricket team scoring a prescribed number of runs fewer than it opponents in the first innings,2871
105132,00290685,n,10,the batting turn of a cricket player or team,2871
105133,00290820,n,10,"the activity of doing something in an agreed succession: ""it is my turn"" or ""it is still my play""","2633,2638"
105134,00291138,n,10,"an offensive move in a sport or game: ""they won the game with a 10-hit attack in the 9th inning""","2633,2638"
105135,00291287,n,10,"a complete play to advance the football: ""you have 4 downs to gain 10 yards""",2638
105136,00291414,n,10,"a turn batting (in baseball); ""he was at bat when it happened"" or ""he got 4 hits in 4 at-bats""",2638
105137,00291567,n,10,"an amusement or pastime: ""he thought of his painting as a game that filled his empty time""; ""his life was all fun and games""",2633
105138,00291922,n,10,"a cooperative game in which a ball is passed back and forth: ""he played catch with his son in the backyard""",2633
105139,00292081,n,10,a game to amuse guests at a party,2633
105140,00292171,n,10,a game played against a computer,"1355,2633"
105141,00292294,n,10,"a hypothetical three-dimensional visual world created by a computer; user wears special goggles and fiber optic gloves etc., and can enter and move about in this world and interact with objects as if inside it","1355,2633"
105142,00292565,n,10,a game played on a sloping board; the object is to propel marbles against pins or into pockets,2633
