7798,सुविनय,a,ap----a--a,,,,/su.ʋi.nə.jə/,सु-विनय,0
369603,120106,स्वापतेय,n,n-----n--a,,,,/s.ʋɑː.pə.t̪eː.jə/,स्वापतेय,0
369604,,स्वापव्यसन,n,n-----n--a,,,,/s.ʋɑː.ˈpəʋ.jə.sə.nə/,स्वाप-व्यसन,0
369606,213539,स्वापि,n,n-----m--i,,,,/s.ʋɑː.pi/,स्व्-आपि॔,0
369607,120109,स्वापिक,n,n-----n--a,,,,/s.ʋɑː.pi.kə/,स्वापिक,0
369608,120108,स्वापिमत्,a,ap----a--c,,,,/s.ʋɑː.pi.mət̪/,स्व्-आपि॔-मत्,0
369609,119747,स्वापिन्,a,ap----a--n,,,,/s.ʋɑː.pin/,स्वापिन्,0
369610,120110,स्वापिशि,n,n-----m--i,,,,/s.ʋɑː.pi.ɕi/,स्वापिशि,0
369611,,स्वापिशीय,a,ap----a--a,,,,/s.ʋɑː.pi.ɕiː.jə/,स्वापिशीय,0
369612,119748,स्वाप्न,a,ap----a--a,,,,/s.ʋɑːp.nə/,स्वाप्न,0
369613,,स्वाप्त,a,ap----a--a,,,,/s.ʋɑːp.t̪ə/,स्व्-आप्त,0
369614,120113,स्वाप्तवचन,a,ap----a--a,,,,/s.ʋɑːp.t̪ə.ʋə.t͡ɕə.nə/,स्व्-आप्त-वचन,0
369615,,स्वाप्यय,n,n-----m--a,,,,/s.ʋɑːp.jə.jə/,स्वाप्यय॔,0
369617,121846,स्वार,n,n-----n--a,,,,/s.ʋɑː.ɹə/,स्वार॔,0
369618,121845,स्वार,a,ap----a--a,,,,/s.ʋɑː.ɹə/,स्वार॔,0
369619,121844,स्वार,n,n-----m--a,,,,/s.ʋɑː.ɹə/,स्वार॔,0
369620,119449,स्वारब्ध,a,ap----a--a,,,,/s.ʋɑː.ˈɹəb.d̪ʰə/,स्वारब्ध,0
369621,120150,स्वारक्ष्य,a,ap----a--a,,,,/s.ʋɑː.ˈɹək.ʂjə/,स्व्-आरक्ष्य,0
369622,119450,स्वारम्भक,a,ap----a--a,,,,/s.ʋɑː.ɹəm.bʱə.kə/,स्वारम्भक,0
369623,120151,स्वारसिक,a,ap----a--a,,,,/s.ʋɑː.ɹə.si.kə/,स्वारसिक,0
369624,120152,स्वारस्य,n,n-----n--a,,,,/s.ʋɑː.ˈɹəs.jə/,स्वारस्य,0
369625,,स्वारसामिक,a,ap----a--a,,,,/s.ʋɑː.ɹə.sɑː.mi.kə/,स्वार-सामिक,0
369626,120159,स्वार्द्र,a,ap----a--a,,,,/s.ʋɑːɹ.d̪ɹə/,स्व्-आर्द्र,0
369627,119454,स्वार्जित,a,ap----a--a,,,,/s.ʋɑːɹ.d͡ʑi.t̪ə/,स्वार्जित,0
369628,120158,स्वारोचिस्,n,n-----m-si,,,,/s.ʋɑː.ɹoː.t͡ɕis/,स्वारोचिस्,0
369629,121798,स्वारोचिष,a,ap----a--a,,,,/s.ʋɑː.ɹoː.t͡ɕi.ʂə/,स्वारोचिष,0
369630,121797,स्वारोचिष,n,n-----m--a,,,,/s.ʋɑː.ɹoː.t͡ɕi.ʂə/,स्वारोचिष,0
369631,120250,स्वार्थ,n,n-----m--a,,,,/s.ʋɑːɹ.t̪ʰə/,स्वार्थ,0
369632,120251,स्वार्थ,a,ap----a--a,,ap----f--ā=>ा,,/s.ʋɑːɹ.t̪ʰə/,स्वार्थ,0
369635,,स्वार्थभ्रंशिन्,a,ap----a--n,,,,/s.ʋɑːɹ.ˈt̪ʰəbʱ.ɹə.̃ɕin/,स्वार्थ-भ्रंशिन्,0
369636,,स्वार्थभाज्,a,ap----a--c,,,,/s.ʋɑːɹ.t̪ʰə.bʱɑːd͡ʑ/,स्वार्थ-भाज्,0
369637,,स्वार्थलिप्सु,a,ap----a--u,,,,/s.ʋɑːɹ.t̪ʰə.ˈlip.su/,स्वार्थ-लिप्सु,0
369638,,स्वार्थम्,r,rp--------,,,,/s.ʋɑːɹ.t̪ʰəm/,स्वार्थम्,0
369639,,स्वार्थपर,a,ap----a--a,,,,/s.ʋɑːɹ.t̪ʰə.pə.ɹə/,स्वार्थ-पर,0
369640,,स्वार्थपरता,n,n-----f--ā,,,,/s.ʋɑːɹ.t̪ʰə.pə.ɹə.t̪ɑː/,स्वार्थ-पर-ता,0
369641,,स्वार्थपरायण,a,ap----a--a,,,,/s.ʋɑːɹ.t̪ʰə.pə.ɹɑː.jə.ɳə/,स्वार्थ-परायण,0
369642,,स्वार्थपण्डित,a,ap----a--a,,,,/s.ʋɑːɹ.t̪ʰə.ˈpəɳ.ɖi.t̪ə/,स्वार्थ-पण्डित,0
369643,,स्वार्थप्रयत्न,n,n-----m--a,,,,/s.ʋɑːɹ.ˈt̪ʰəp.ɹə.ˈjət̪.nə/,स्वार्थ-प्रयत्न,0
369644,,स्वार्थसिद्धि,n,n-----f--i,,,,/s.ʋɑːɹ.t̪ʰə.ˈsid̪.d̪ʰi/,स्वार्थ-सिद्धि,0
369645,,स्वार्थसाधक,a,ap----a--a,,,,/s.ʋɑːɹ.t̪ʰə.sɑː.d̪ʰə.kə/,स्वार्थ-साधक,0
369646,,स्वार्थसाधन,n,n-----n--a,,,,/s.ʋɑːɹ.t̪ʰə.sɑː.d̪ʰə.nə/,स्वार्थ-साधन,0
369687,120097,स्वातिगिरि,n,n-----f--i,,,,/s.ʋɑː.t̪i.gi.ɹi/,स्वाति॔-गिरि,0
369647,,स्वार्थसाधनतत्पर,a,ap----a--a,,,,/s.ʋɑːɹ.t̪ʰə.sɑː.d̪ʰə.nə.ˈt̪ət̪.pə.ɹə/,स्वार्थ-साधन-तत्पर,0
369648,,स्वार्थता,n,n-----f--ā,,,,/s.ʋɑːɹ.t̪ʰə.t̪ɑː/,स्वार्थ-ता,0
369649,,स्वार्थविघात,n,n-----m--a,,,,/s.ʋɑːɹ.t̪ʰə.ʋi.gʰɑː.t̪ə/,स्वार्थ-विघात,0
369650,,स्वार्थे,r,rp--------,,,,/s.ʋɑːɹ.t̪ʰeː/,स्वार्थे,0
369651,,स्वार्थेत्,a,ap----a--c,,,,/s.ʋɑːɹ.t̪ʰeːt̪/,स्वार्थे॔त्,0
369652,119455,स्वार्थिक,a,ap----a--a,,,,/s.ʋɑːɹ.t̪ʰi.kə/,स्वार्थिक,0
369653,119456,स्वार्थिन्,a,ap----a--n,,,,/s.ʋɑːɹ.t̪ʰin/,स्वार्थिन्,0
369654,,स्वार्थोपपत्ति,n,n-----f--i,,,,/s.ʋɑːɹ.t̪ʰoː.pə.ˈpət̪.t̪i/,स्वार्थोपपत्ति,0
369655,,स्वार्थानुमान,n,n-----n--a,,,,/s.ʋɑːɹ.t̪ʰɑː.nu.mɑː.nə/,स्वार्थानुमान,0
369656,119453,स्वारुह्,a,ap----a--c,,,,/s.ʋɑː.ɹuɦ/,स्वा-रु॔ह्,0
369657,120155,स्वाराधित,a,ap----a--a,,,,/s.ʋɑː.ɹɑː.d̪ʰi.t̪ə/,स्व्-आराधित,0
369658,119878,स्वाराज्,n,n-----m--c,,,,/s.ʋɑː.ɹɑːd͡ʑ/,स्वा-राज्,0
369659,119451,स्वाराज्,a,ap----a--c,,,,/s.ʋɑː.ɹɑːd͡ʑ/,स्वा-राज्,0
369660,121796,स्वाराज्य,a,ap----a--a,,,,/s.ʋɑː.ɹɑːd͡ʑ.jə/,स्वा॔राज्य,0
369661,121795,स्वाराज्य,n,n-----n--a,,,,/s.ʋɑː.ɹɑːd͡ʑ.jə/,स्वा॔राज्य,0
369662,120153,स्वाराज्यकाम,a,ap----a--a,,,,/s.ʋɑː.ɹɑːd͡ʑ.jə.kɑː.mə/,स्वा॔राज्य-काम,0
369663,120154,स्वाराज्यसिद्धि,n,n-----f--i,,,,/s.ʋɑː.ɹɑːd͡ʑ.jə.ˈsid̪.d̪ʰi/,स्वा॔राज्य-सिद्धि,0
369664,,स्वाराम,a,ap----a--a,,,,/s.ʋɑː.ɹɑː.mə/,स्वाराम,0
369665,120569,स्वारायण,n,n-----m--a,,,,/s.ʋɑː.ɹɑː.jə.ɳə/,स्वारायण,0
369666,120157,स्वारूपा,n,n-----f--ā,,,,/s.ʋɑː.ɹuː.pɑː/,स्वारूपा,0
369667,,स्वारूढ,a,ap----a--a,,,,/s.ʋɑː.ɹuː.ɖʰə/,स्व्-आरूढ,0
369668,120170,स्वास्,a,ap----a-sā,,,,/s.ʋɑːs/,स्व्-आ॔स्,0
369669,120171,स्वासद्,a,ap----a--c,,,,/s.ʋɑː.səd̪/,स्व्-आस॔द्,0
369670,,स्वासद,a,ap----a--a,,ap----f--ā=>ा,,/s.ʋɑː.sə.d̪ə/,स्व्-आस॔द,0
369671,,स्वासन,n,n-----n--a,,,,/s.ʋɑː.sə.nə/,स्व्-आसन,0
369672,121802,स्वासस्थ,a,ap----a--a,,ap----f--ā=>ा,,/s.ʋɑː.ˈsəs.t̪ʰə/,स्व्-आस-स्थ॔,0
369673,120038,स्वास्रीय,n,n-----m--a,,,,/s.ʋɑːs.ɹiː.jə/,स्वास्रीय,0
369674,120039,स्वास्रीयि,n,n-----m--i,,,,/s.ʋɑːs.ɹiː.ji/,स्वास्रीयि,0
369675,,स्वास्तर,n,n-----m--a,,,,/s.ʋɑːs.t̪ə.ɹə/,स्व्-आस्तर,0
369676,120175,स्वास्तरण,a,ap----a--a,,,,/s.ʋɑːs.t̪ə.ɹə.ɳə/,स्व्-आस्तरण,0
369677,120177,स्वास्थ्य,n,n-----n--a,,,,/s.ʋɑːs.t̪ʰjə/,स्वास्थ्य,0
369678,,स्वास्तीर्ण,a,ap----a--a,,,,/s.ʋɑːs.t̪iːɹ.ɳə/,स्व्-आस्तीर्ण,0
369679,,स्वासीन,a,ap----a--a,,,,/s.ʋɑː.siː.nə/,स्व्-आसीन,0
369680,,स्वासृक,a,ap----a--a,,,,/s.ʋɑː.sɹ̩.kə/,स्वासृक,0
369681,120094,स्वातन्त्र्य,n,n-----n--a,,,,/s.ʋɑː.t̪ənt̪ɹjə/,स्वातन्त्र्य,0
369682,120093,स्वातत,a,ap----a--a,,,,/s.ʋɑː.t̪ə.t̪ə/,स्व्-आ॔तत,0
369683,121775,स्वाति,a,ap----a--i,,,,/s.ʋɑː.t̪i/,स्वाति॔,0
369684,121773,स्वाति,n,n-----f--i,,,,/s.ʋɑː.t̪i/,स्वाति॔,0
369686,121774,स्वाति,n,n-----m--i,,,,/s.ʋɑː.t̪i/,स्वाति॔,0
369801,157361,स्यन्द्,v,v----d--1-,,,,/s.jənd̪/,स्यन्द्,0
369688,120095,स्वातिकर्ण,n,n-----m--a,,,,/s.ʋɑː.t̪i.ˈkəɹ.ɳə/,स्वाति॔-कर्ण,0
369689,120096,स्वातिकारी,n,n-----f--ī,,,,/s.ʋɑː.t̪i.kɑː.ɹiː/,स्वाति॔-कारी,0
369690,121776,स्वातिमुख,n,n-----m--a,,,,/s.ʋɑː.t̪i.mu.kʰə/,स्वाति॔-मुख,0
369691,121777,स्वातिमुखा,n,n-----f--ā,,,,/s.ʋɑː.t̪i.mu.kʰɑː/,स्वाति॔-मुखा,0
369692,,स्वातियोग,n,n-----m--a,,,,/s.ʋɑː.t̪i.joː.gə/,स्वाति॔-योग,0
369693,120099,स्वातिषेण,n,n-----m--a,,,,/s.ʋɑː.t̪i.ʂeː.ɳə/,स्वाति॔-षेण,0
369694,120237,स्वात्मन्,n,n-----m--n,,,,/s.ʋɑːt̪.mən/,स्वात्मन्,0
369695,,स्वात्मनिरूपण,n,n-----n--a,,,,/s.ʋɑːt̪.mə.ni.ɹuː.pə.ɳə/,स्वात्म-निरूपण,0
369696,,स्वात्मनिरूपणप्रकरण,n,n-----n--a,,,,/s.ʋɑːt̪.mə.ni.ɹuː.pə.ˈɳəp.ɹə.kə.ɹə.ɳə/,स्वात्म-निरूपण-प्रकरण,0
369697,,स्वात्मप्रबोध,n,n-----m--a,,,,/s.ʋɑːt̪.ˈməp.ɹə.boː.d̪ʰə/,स्वात्म-प्रबोध,0
369698,,स्वात्मप्रकाशिका,n,n-----f--ā,,,,/s.ʋɑːt̪.ˈməp.ɹə.kɑː.ɕi.kɑː/,स्वात्म-प्रकाशिका,0
369699,,स्वात्मप्रयोगप्रदीपिका,n,n-----f--ā,,,,/s.ʋɑːt̪.ˈməp.ɹə.joː.ˈgəp.ɹə.d̪iː.pi.kɑː/,स्वात्म-प्रयोग-प्रदीपिका,0
369700,,स्वात्मपूजा,n,n-----f--ā,,,,/s.ʋɑːt̪.mə.puː.d͡ʑɑː/,स्वात्म-पूजा,0
369701,,स्वात्मसंविदुपदेश,n,n-----m--a,,,,/s.ʋɑːt̪.mə.ˈsə̃.ʋi.d̪u.pə.d̪eː.ɕə/,स्वात्म-संविद्-उपदेश,0
369702,,स्वात्मसंवित्त्युपदेश,n,n-----m--a,,,,/s.ʋɑːt̪.mə.ˈsə̃.ˈʋit̪.t̪ju.pə.d̪eː.ɕə/,स्वात्म-संवित्त्य्-उपदेश,0
369703,,स्वात्मता,n,n-----f--ā,,,,/s.ʋɑːt̪.mə.t̪ɑː/,स्वात्म-ता,0
369704,,स्वात्मवध,n,n-----m--a,,,,/s.ʋɑːt̪.mə.ʋə.d̪ʰə/,स्वात्म-वध,0
369705,,स्वात्मयोगप्रदीप,n,n-----m--a,,,,/s.ʋɑːt̪.mə.joː.ˈgəp.ɹə.d̪iː.pə/,स्वात्म-योग-प्रदीप,0
369706,,स्वात्मोपदेश,n,n-----m--a,,,,/s.ʋɑːt̪.moː.pə.d̪eː.ɕə/,स्वात्मोपदेश,0
369707,,स्वात्मानन्दप्रकरण,n,n-----n--a,,,,/s.ʋɑːt̪.mɑː.nən.ˈd̪əp.ɹə.kə.ɹə.ɳə/,स्वात्मानन्द-प्रकरण,0
369708,,स्वात्मानन्दप्रकाश,n,n-----m--a,,,,/s.ʋɑːt̪.mɑː.nən.ˈd̪əp.ɹə.kɑː.ɕə/,स्वात्मानन्द-प्रकाश,0
369709,,स्वात्मानन्दस्तोत्र,n,n-----n--a,,,,/s.ʋɑːt̪.mɑː.nən.ˈd̪əs.t̪oːt̪.ɹə/,स्वात्मानन्द-स्तोत्र,0
369710,,स्वात्मानन्दविवर्धिनी,n,n-----f--ī,,,,/s.ʋɑːt̪.mɑː.nən.d̪ə.ʋi.ˈʋəɹ.d̪ʰi.niː/,स्वात्मानन्द-विवर्धिनी,0
369711,,स्वात्मानन्दोपदेश,n,n-----m--a,,,,/s.ʋɑːt̪.mɑː.nən.d̪oː.pə.d̪eː.ɕə/,स्वात्मानन्दोपदेश,0
369712,,स्वात्मानुभव,n,n-----m--a,,,,/s.ʋɑːt̪.mɑː.nu.bʱə.ʋə/,स्वात्मानुभव,0
369713,,स्वात्मानुबोध,n,n-----m--a,,,,/s.ʋɑːt̪.mɑː.nu.boː.d̪ʰə/,स्वात्मानुबोध,0
369714,,स्वात्मानुरूपण,n,n-----n--a,,,,/s.ʋɑːt̪.mɑː.nu.ɹuː.pə.ɳə/,स्वात्मानुरूपण,0
369715,,स्वात्माराम,n,n-----m--a,,,,/s.ʋɑːt̪.mɑː.ɹɑː.mə/,स्वात्माराम,0
369716,,स्वात्माराम,a,ap----a--a,,,,/s.ʋɑːt̪.mɑː.ɹɑː.mə/,स्वात्माराम,0
369717,,स्वात्मावबोध,n,n-----m--a,,,,/s.ʋɑːt̪.mɑː.ʋə.boː.d̪ʰə/,स्वात्मावबोध,0
369718,,स्वात्मीभाव,n,n-----m--a,,,,/s.ʋɑːt̪.miː.bʱɑː.ʋə/,स्वात्मी-भाव,0
369719,120100,स्वात्त,a,ap----a--a,,,,/s.ʋɑːt̪.t̪ə/,स्वात्त॔,0
369720,119457,स्वावमानन,n,n-----n--a,,,,/s.ʋɑː.ʋə.mɑː.nə.nə/,स्वावमानन,0
369721,119458,स्वावमानना,n,n-----f--ā,,,,/s.ʋɑː.ʋə.mɑː.nə.nɑː/,स्वावमानना,0
369722,119459,स्वावसु,a,ap----a--u,,,,/s.ʋɑː.ʋə.su/,स्वा॔-वसु,0
369723,120163,स्वावश्य,n,n-----n--a,,,,/sʋɑːʋəɕjə/,स्वावश्य,0
369724,121801,स्वावेश,a,ap----a--a,,ap----f--ā=>ा,,/s.ʋɑː.ʋeː.ɕə/,स्व्-आवेश॔,0
369725,120164,स्वावृज्,a,ap----a--c,,,,/s.ʋɑː.ʋɹ̩d͡ʑ/,स्व्-आ॔वृज्,0
369726,120165,स्वावृत्,a,ap----a--c,,,,/s.ʋɑː.ʋɹ̩t̪/,स्व्-आवृ॔त्,0
369728,121789,स्वायम्भुव,a,ap----a--a,,,,/s.ʋɑː.jəm.bʱu.ʋə/,स्वायम्भुव,0
369729,121790,स्वायम्भुव,n,n-----m--a,,,,/s.ʋɑː.jəm.bʱu.ʋə/,स्वायम्भुव,0
369730,121792,स्वायम्भुव,n,n-----n--a,,,,/s.ʋɑː.jəm.bʱu.ʋə/,स्वायम्भुव,0
369731,120144,स्वायम्भुवमनुपितृ,n,n-----m--r,,,,/s.ʋɑː.jəm.bʱu.ʋə.mə.nu.pi.t̪ɹ̩/,स्वायम्भुव-मनु-पितृ,0
369732,121791,स्वायम्भुवी,n,n-----f--ī,,,,/s.ʋɑː.jəm.bʱu.ʋiː/,स्वायम्भुवी,0
369733,120145,स्वायस,a,ap----a--a,,,,/s.ʋɑː.jə.sə/,स्व्-आयस॔,0
369734,120249,स्वायत्त,a,ap----a--a,,,,/s.ʋɑː.ˈjət̪.t̪ə/,स्वायत्त,0
369735,,स्वायत्तत्व,n,n-----n--a,,,,/s.ʋɑː.ˈjət̪.ˈt̪ət̪.ʋə/,स्वायत्त-त्व,0
369736,,स्वायत्तीकृ,v,v----a--8-,,,,/s.ʋɑː.ˈjət̪.t̪iː.kɹ̩/,स्वायत्ती-कृ,0
369737,120146,स्वायव,n,n-----m--a,,,,/s.ʋɑː.jə.ʋə/,स्वायव,0
369738,119448,स्वायोग,n,n-----m--a,,,,/s.ʋɑː.joː.gə/,स्वायोग,0
369739,121794,स्वायु,n,n-----m--u,,,,/s.ʋɑː.ju/,स्व्-आ॔यु,0
369740,121793,स्वायु,a,ap----a--u,,,,/s.ʋɑː.ju/,स्व्-आ॔यु,0
369741,120149,स्वायुध,a,ap----a--a,,,,/s.ʋɑː.ju.d̪ʰə/,स्व्-आयुध॔,0
369742,120148,स्वायुज्,a,ap----a--c,,,,/s.ʋɑː.jud͡ʑ/,स्व्-आयु॔ज्,0
369743,120147,स्वायुस्,n,n-----n-su,,,,/s.ʋɑː.jus/,स्व्-आयु॔स्,0
369744,119433,स्वाञ्जल्यक,n,n-----n--a,,,,/s.ʋɑːɲ.ˈd͡ʑəl.jə.kə/,स्वाञ्जल्यक,0
369745,120167,स्वाशिर्,a,ap----a--c,,,,/s.ʋɑː.ɕiɹ/,स्व्-आशिर्,0
369746,,स्वाशिस्,a,ap----a-si,,,,/s.ʋɑː.ɕis/,स्व्-आशि॔स्,0
369747,,स्वाशित,a,ap----a--a,,,,/s.ʋɑː.ɕi.t̪ə/,स्व्-आशित,0
369748,119460,स्वाशिषात्मन्,a,ap----a--n,,,,/s.ʋɑː.ɕi.ʂɑːt̪.mən/,स्वाशिषात्मन्,0
369749,,स्वाश्लिष्,v,v----a--4- v----d--4-,,,,/sʋɑːɕliʂ/,स्व्-आ-श्लिष्,0
369750,,स्वाश्रय,a,ap----a--a,,,,/sʋɑːɕɹəjə/,स्वाश्रय,0
369751,119462,स्वाश्रित,a,ap----a--a,,,,/sʋɑːɕɹit̪ə/,स्वाश्रित,0
369752,120169,स्वाशु,a,ap----a--u,,,,/s.ʋɑː.ɕu/,स्व्-आशु॔,0
369753,120092,स्वाढ्यम्भव,a,ap----a--a,,,,/s.ʋɑːɖʰ.jəm.bʱə.ʋə/,स्वाढ्यम्-भव,0
369754,120090,स्वाढ्यंकर,a,ap----a--a,,,,/s.ʋɑːɖʰ.jəŋ.kə.ɹə/,स्व्-आढ्यं-कर,0
369755,120091,स्वाढ्यंकरण,a,ap----a--a,,,,/s.ʋɑːɖʰ.jəŋ.kə.ɹə.ɳə/,स्वाढ्यं-करण,0
369756,119431,स्वांकृत,a,ap----a--a,,,,/s.ʋɑːŋ.kɹ̩.t̪ə/,स्वा॔ं-कृत,0
369757,,स्वाङ्ग,n,n-----n--a,,,,/s.ʋɑːŋ.gə/,स्वाङ्ग,0
369758,120236,स्वाङ्ग,n,n-----m--a,,,,/s.ʋɑːŋ.gə/,स्वाङ्ग,0
369802,114136,स्यन्द,n,n-----m--a,,,,/s.jən.d̪ə/,स्यन्द,0
369759,,स्वाङ्गभङ्ग,n,n-----m--a,,,,/s.ʋɑːŋ.gə.bʱəŋ.gə/,स्वाङ्ग-भङ्ग,0
369760,176094,स्वाङ्गशीत,a,ap----a--a,,,,/s.ʋɑːŋ.gə.ɕiː.t̪ə/,स्वाङ्ग-शीत,0
369761,120084,स्वाङ्किक,n,n-----m--a,,,,/s.ʋɑːŋ.ki.kə/,स्वाङ्किक,0
369762,120294,स्वीकरण,n,n-----n--a,,,,/s.ʋiː.kə.ɹə.ɳə/,स्वी-करण,0
369763,,स्वीकरणकर्मन्,a,ap----a--n,,,,/s.ʋiː.kə.ɹə.ɳə.ˈkəɹ.mən/,स्वी-करण-कर्मन्,0
369764,119578,स्वीकरणीय,a,ap----a--a,,,,/s.ʋiː.kə.ɹə.ɳiː.jə/,स्वी-करणीय,0
369765,,स्वीकर्तव्य,a,ap----a--a,,,,/s.ʋiː.ˈkəɹ.ˈt̪əʋ.jə/,स्वी-कर्तव्य,0
369766,119580,स्वीकर्तृ,a,ap----a--r,,,,/s.ʋiː.ˈkəɹ.t̪ɹ̩/,स्वी-कर्तृ,0
369767,120295,स्वीकार,n,n-----m--a,,,,/s.ʋiː.kɑː.ɹə/,स्वी-कार,0
369768,,स्वीकारग्रह,n,n-----m--a,,,,/s.ʋiː.kɑː.ˈɹəg.ɹə.ɦə/,स्वी-कार-ग्रह,0
369769,,स्वीकारपत्त्र,n,n-----n--a,,,,/s.ʋiː.kɑː.ɹə.ˈpət̪.t̪ɹə/,स्वी-कार-पत्त्र,0
